uid,accession,title,summary,organism,entry_type,gds_type,platform_ids,publication_date,n_samples,pubmed_ids,bioproject,ftp_link,matched_queries,priority_screen,priority_reason,final_decision,final_exclusion_reason
200236379,GSE236379,Hypoxia Triggers Signatures of Maladaptive Repair in Human Kidney Organoids [bulk RNA-seq],"Chronic kidney disease (CKD) affects over half of all adults over 70 and 13% of the global population. The development of renal fibrosis is strongly correlated with loss of kidney function during CKD and involves cellular injury, excessive production of extracellular matrix proteins and inflammation. Current treatments focus on controlling blood pressure, controlling diabetes, and steroid therapies; however, we have no treatments to suppress renal fibrosis. Because hypoxia plays a key role in the development and progression of CKD, we have developed a new model of induced pluripotent stem cell-derived kidney organoids to study in vitro the development of fibrosis in a human model.",Homo sapiens,GSE,Expression profiling by high throughput sequencing,30173,2025/08/15,12,,PRJNA990729,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE236nnn/GSE236379/,Q2_broad_diabetes_kidney,False,disease wording not explicit; renal tissue wording not explicit,PENDING_HUMAN_REVIEW,
200240640,GSE240640,A Blood-based Multi-omic Landscape for the molecular characterization of Kidney Stone Disease,"Kidney stone disease (KSD, also named renal calculi, nephrolithiasis, or urolithiasis) is a common urological disease entailing the formation of minerals and salts that form inside the urinary tract, frequently caused by diabetes and high blood pressure, hypertension, and monogenetic components in most patients. 10% of adults worldwide are affected by KSD, which incidence continues to be highly prevalent and increasing. For the identification of novel therapeutic targets in KSD to deal with this situation, we adopted high-throughput sequencing and mass spectrometry (MS) techniques in this study and carried out an integrative analysis of exosome proteome and DNA methylation data from blood samples of normal and KSD patients. Our study described the profiling of serum exosome and DNA methylation in blood from both normal individuals and those with Kidney Stone Disease (KSD), finding the overexpressed proteins and the demethylated DNA genes in KSD samples are related to immune reactions. The consistency of the results in proteomics and epigenetics supports the feasibility of the comprehensive strategy. Our understanding of the molecular landscape of KSD provides an opportunity for more information on the pathogenic mechanism, precise diagnosis, and treatment for KSD.",Homo sapiens,GSE,Methylation profiling by high throughput sequencing,20301,2024/01/01,14,38623715,PRJNA1004536,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE240nnn/GSE240640/,Q2_broad_diabetes_kidney,False,disease wording not explicit; renal tissue wording not explicit; not a bulk-expression GEO type,PENDING_HUMAN_REVIEW,
200242141,GSE242141,Chromatin conformation maps in human kidney cortex and medulla from a diabetic donor,We report chromatin conformation (Hi-C) maps from macro-dissected human kidney cortex and medulla from 1 individual,Homo sapiens,GSE,Genome binding/occupancy profiling by high throughput sequencing,20301,2023/11/22,2,,PRJNA1011849,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE242nnn/GSE242141/,Q2_broad_diabetes_kidney,False,disease wording not explicit; renal tissue wording not explicit; not a bulk-expression GEO type,PENDING_HUMAN_REVIEW,
200243552,GSE243552,Effect of depletion of GPR107 on gene expression during high glucose (20 mM) stimulation of human podocytes,"To investigate the function of GPR107 in the regulation of diabetes, we established HPC cell lines in which target gene has been knocked out.",Homo sapiens,GSE,Expression profiling by high throughput sequencing,24676,2023/09/24,6,,PRJNA1018905,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE243nnn/GSE243552/,Q2_broad_diabetes_kidney,False,disease wording not explicit; renal tissue wording not explicit,PENDING_HUMAN_REVIEW,
200243750,GSE243750,SEX-DEPENDENT APOE4 NEUTROPHIL-MICROGLIA INTERACTIONS DRIVE COGNITIVE IMPAIRMENT IN ALZHEIMER'S DISEASE,This SuperSeries is composed of the SubSeries listed below.,Mus musculus; Homo sapiens,GSE,Expression profiling by high throughput sequencing,19057;18573,2024/06/04,288,38961225,PRJNA1019741,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE243nnn/GSE243750/,Q2_broad_diabetes_kidney,False,disease wording not explicit; renal tissue wording not explicit,PENDING_HUMAN_REVIEW,
200245369,GSE245369,Genomic and Biological Analysis of the Mechanism Underlying Dibifree Dietary Supplement,"The mechanistic study employed NGS-RNAseq to capture differential gene expressions, which were subsequently analyzed using big data analysis, the GSEA predictions revealed that Dibifree reversed the pathological kidney gene pattern observed in patients with type 2 diabetes. The network diagram derived from comprehensive databases (KEGG, GO, and DO) depicted the correlations between Dibifree and diabetes, including diabetes-related comorbidities. ",Homo sapiens,GSE,Expression profiling by high throughput sequencing,24676,2023/10/17,2,,PRJNA1027900,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE245nnn/GSE245369/,Q2_broad_diabetes_kidney,False,disease wording not explicit; renal tissue wording not explicit,PENDING_HUMAN_REVIEW,
200248078,GSE248078,Novel biomarkers for contrast-induced acute kidney injury identified from RNA sequencing data,Contrast-induced acute kidney injury (CI-AKI) is a serious complication of percutaneous coronary intervention (PCI). Emerging evidence suggests that messengerRNAs (mRNAs) and long non-coding RNAs (lncRNAs) could serve as biomarkers for various diseases.,Homo sapiens,GSE,Expression profiling by high throughput sequencing,20301,2023/11/17,8,,PRJNA1041736,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE248nnn/GSE248078/,Q2_broad_diabetes_kidney,False,disease wording not explicit; renal tissue wording not explicit,PENDING_HUMAN_REVIEW,
200248352,GSE248352,Antitumor effects of intravenous natural killer cell infusion in an orthotopic glioblastoma xenograft murine model and gene expression profile analysis,"Despite standard multimodality treatments, including maximal safe resection, te-mozolomide, radiotherapy, and tumor-treating fields, patients with glioblastoma (GBM) face dismal prognosis. Natural killer cell (NKC)-based immunotherapy appears to be a promising approach to treat GBM. We previously reported a novel technique to derive ex vivo-expanded highly activated NKCs from human peripheral blood mononuclear cells, which exhibited no-table antitumor effects against GBM cells. In this study, we performed preclinical evaluation of these NKCs in an in vivo orthotopic xenograft murine model, which was established by sub-cutaneously implanting U87MG cells in nonobese diabetes/severe combined immunodefi-ciency/IL2rγ null (NOG) mice. In this model, administering NKCs via the retro-orbital sinus prolonged the overall survival of NOG mice, indirectly indicating the growth inhibitory ef-fects of NKCs. In addition, we performed a comprehensive analysis of differentially ex-pressed genes using microarray, focusing on the expression of NKC activating receptor lig-ands, NKC inhibitory receptor ligands, chemokines, and chemokine receptors, between intra-cranial tumors treated with NKCs and non-treated intracranial tumors. We also performed differential gene expression analysis between the internal and external layers of intracranial tumors. Our findings provide crucial insights into NKC-based immunotherapy for patients with GBM.",Homo sapiens,GSE,Expression profiling by array,23159,2023/11/27,5,38397112,PRJNA1043578,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE248nnn/GSE248352/,Q2_broad_diabetes_kidney,False,disease wording not explicit; renal tissue wording not explicit,PENDING_HUMAN_REVIEW,
200250539,GSE250539,"TORSEL, a 4EBP1-based mTORC1 live-cell sensor, reveals nutrient-sensing targeting by histone deacetylase inhibitor","Mammalian or the mechanistic target of rapamycin complex 1 (mTORC1) is an effective therapeutic target for diseases such as cancer, diabetes, aging, and neurodegeneration. However, an efficient tool to monitor mTORC1 inhibition in living cells or tissues is lacking. We developed a genetically encoded mTORC1 sensor called TORSEL. This sensor changes its fluorescence pattern from diffuse to punctate when 4EBP1 dephosphorylation occurs and interacts with eIF4E. TORSEL can specifically sense physiological, pharmacological, and genetic inhibition of mTORC1 signaling in living cells and tissues. Importantly, TORSEL is a valuable tool for imaging-based visual screening of mTORC1 inhibitors. Using TORSEL, we identified histone deacetylase inhibitors that selectively block nutrient-sensing signaling to inhibit mTORC1. Therefore, TORSEL is a unique living cell sensor that efficiently detects the inhibition of mTORC1 activity, and histone deacetylase inhibitors such as panobinostat target mTORC1 signaling through amino acid sensing.",Homo sapiens,GSE,Expression profiling by high throughput sequencing,23227,2024/06/26,6,38824577,PRJNA1054503,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE250nnn/GSE250539/,Q2_broad_diabetes_kidney,False,disease wording not explicit; renal tissue wording not explicit,PENDING_HUMAN_REVIEW,
200251645,GSE251645,Methylglyoxal-derived nucleoside adducts drive vascular dysfunction in a RAGE-dependent manner,"Diabetic kidney disease (DKD) is a leading cause of death in patients with diabetes. An early precursor to DKD is endothelial cell dysfunction (ECD), a factor that often precedes and exacerbates vascular disease progression. We previously discovered that covalent adducts formed on DNA, RNA, and proteins by reactive metabolic by-product methylglyoxal (MG) predict DKD risk in patients with type 1 diabetes up to 16 years pre-diagnosis. However, the mechanisms by which MG-adducts contribute to vascular disease onset and progression remain unclear. Here, we report that the most predominant MG-induced nucleoside adducts, N2-(1-carboxyethyl)-deoxyguanosine (CEdG) and N2-(1-carboxyethyl)-guanosine (CEG), drive endothelial dysfunction. Following CEdG or CEG exposure, primary human umbilical vein endothelial cells (HUVECs) undergo endothelial dysfunction, resulting in enhanced monocyte adhesion, increased reactive oxygen species production, endothelial permeability, impaired endothelial homeostasis, and exhibit a dysfunctional transcriptomic signature. These effects were discovered to be mediated through the receptor for advanced glycation end products (RAGE), as an inhibitor for intracellular RAGE signaling diminished these dysfunctional phenotypes. Therefore, we find that not only are MG-adducts biomarkers for DKD, this study reveals they may also have a dual role as potential drivers of vascular disease onset and progression and a new therapeutic modality.",Homo sapiens,GSE,Expression profiling by high throughput sequencing,24676,2024/01/19,18,38247509,PRJNA1055005,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE251nnn/GSE251645/,Q1_disease_phrases;Q2_broad_diabetes_kidney,False,renal tissue wording not explicit,PENDING_HUMAN_REVIEW,
200255028,GSE255028,Endothelial Kallikrein-Related Peptidase 8 Promotes Diabetic Nephropathy via Reducing SDC4 Expression and Enhancing LIF Release,"The molecular mechanisms underlying diabetic nephropathy (DN) are poorly defined. We sought to investigate the roles of kallikrein-related peptidases (KLKs) in DN pathogenesis. Screening of renal tissue from diabetic mice revealed KLK8 as the most highly induced gene in KLK family. KLK8 expression was greater in glomerular endothelial cells (GECs) than other glomerular cells in DN patients and diabetic mice. The rats with KLK8 overexpression exhibited proteinuria, reduced glomerular filtration rate (GFR), and mesangial expansion, podocytopenia, glomerulosclerosis and interstitial fibrosis in renal tissues. In contrast, global KLK8 deficiency reversed streptozotocin-induced hallmark of DN features including proteinuria, reduced GFR, glomerular hypertrophy, glycocalyx loss in GECs, podocytopenia, leukocyte infiltration, glomerulosclerosis, and interstitial fibrosis in mice. Moreover, endothelial KLK8 ablation also blocked streptozotocin-induced hallmark of DN features. Mechanically, elevated KLK8 in GECs promoted endothelial hyperpermeability, glycocalyx injury, and monocyte recruitment and adhesion through downregulation and shedding of syndecan-4 (SDC4). KLK8 upregulation in GECs stimulated mesangial cell proliferation and activation via increasing leukemia inhibitory factor (LIF) release. Moreover, circulatory KLK8 levels correlated positively with LIF and SDC4 in diabetic nephropathy patients. Our study identifies KLK8 as a novel driver of DN development and progress and highlight potential therapeutic strategies targeting KLK8 for DN.",Homo sapiens,GSE,Expression profiling by high throughput sequencing,24676,2024/12/31,9,,PRJNA1073260,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE255nnn/GSE255028/,Q1_disease_phrases;Q2_broad_diabetes_kidney,True,priority human review,PENDING_HUMAN_REVIEW,
200260461,GSE260461,Sex-dependent APOE4 Neutrophil-microglia interactions drive cognitive impairment in Alzheimer's Disease,"APOE4 is the strongest genetic risk factor for Alzheimer's disease (AD), with increased odds ratios in females. Targeting amyloid plaques shows modest improvement in male non-APOE4 carriers. Leveraging single-cell transcriptomics across APOE variants in both sexes, multiplex flow cytometry, and validation in two independent cohorts of APOE4 female AD patients, we identify a new subset of neutrophils interacting with microglia associated with cognitive impairment. This phenotype is defined by increased IL-17 and IL-1 co-expressed gene modules in blood neutrophils and in microglia of cognitively impaired female APOE e4 carriers, showing increased infiltration to the AD brain. APOE4 female IL-17+ neutrophils upregulated the immunosuppressive cytokines IL-10 and TGFB and immune checkpoints, including LAG-3 and PD-1, associated with accelerated immune aging. Deletion of APOE4 in neutrophils reduced this immunosuppressive phenotype and restored the microglial response to neurodegeneration (MGnD), limiting plaque pathology in AD mice. Mechanistically, IL-17F upregulated in APOE4 neutrophils interacts with microglial IL-17RA to suppress the induction of MGnD phenotype, and blocking this axis supported cognitive improvement in AD mice. These findings provide a translational basis to target IL-17F in APOE e4 female carriers with cognitive impairment.  ",Homo sapiens,GSE,Expression profiling by high throughput sequencing,18573,2024/06/04,39,38961225,PRJNA1081819,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE260nnn/GSE260461/,Q2_broad_diabetes_kidney,False,disease wording not explicit; renal tissue wording not explicit,PENDING_HUMAN_REVIEW,
200260730,GSE260730,The impact of METTL3 on MDM2 impairs cell cycle homeostasis in podocytes during diabetic kidney diseases,"The m6A modification, a prevalent epigenetic change, is implicated in various disease processes. Our previous research has revealed METTL3 abnormal expression in aging kidney tissues, correlating with its role in regulating renal fibrosis. In this study, we aim to create a conditional METTL3 knockout model to delve deeper into its regulatory mechanisms in diabetic kidney disease (DKD).Utilizing a conditional, podocyte-specific METTL3 knockout mouse model induced by STZ and transfected mouse podocytes with siMETTL3 plasmids stimulated by advanced glycation end products (AGEs) in vitro, we aim to investigate potential associations between podocyte mitotic catastrophe, the release of inflammatory factors, and diabetic kidney injury. Our focus extends to unraveling the role of METTL3/IGF2BP2 in m6A modification, particularly through MDM2 degradation.Elevated m6A levels were evident in renal tissues of type I diabetic mice and in cultured mouse podocytes exposed to AGEs, attributed to increased METTL3 expression. Podocyte-specific METTL3 knockdown significantly mitigated podocyte injury in STZ-induced diabetic mice, leading to reduced albuminuria and diminished renal pathology. Mechanistically, METTL3 induces abnormal m6A modifications sites of MDM2, triggering subsequent degradation through IGF2BP2 dependent way. Consequently, this abnormal m6A regulation instigates increased MDM2 expression, activating the Notch signaling pathway, prompting podocyte cell cycle re-entry in diabetic conditions, releasing inflammatory factors, and inducing dedifferentiation of podocytes.The aberrant m6A modification, mediated by METTL3, stands pivotal effect of podocytes during diabetic condition. Targeting m6A via METTL3, the writer enzyme, may offer a potential avenue for treating DKD.",Homo sapiens,GSE,Other,24676,2026/05/19,2,,PRJNA1083032,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE260nnn/GSE260730/,Q1_disease_phrases;Q2_broad_diabetes_kidney,False,not a bulk-expression GEO type,PENDING_HUMAN_REVIEW,
200261545,GSE261545,Histopathological-based analysis of human kidney spatial transcriptomics data: toward precision pathology,"In this study, we conducted a histopathological-based analysis of 10x Genomics Visium spatial transcriptomics data on a human kidney sample corresponding as closely as possible to the reality of the interpretation of a kidney biopsy in a healthcare or research context.",Homo sapiens,GSE,Other,24676,2024/06/27,1,39097165,PRJNA1087410,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE261nnn/GSE261545/,Q1_disease_phrases;Q2_broad_diabetes_kidney,False,disease wording not explicit; not a bulk-expression GEO type,PENDING_HUMAN_REVIEW,
200262414,GSE262414,The use of plasma microRNAs (miRs) as diagnostic and prognostic biomarkers of chronic kidney disease (CKD),"MicroRNAs (miRs) have the potential to be employed as diagnostic and prognostic biomarkers of chronic kidney disease (CKD) and are functionally important in disease pathogenesis. To identify novel miR biomarkers we performed small RNA-sequencing (sRNA-Seq) to detect miRs that were quantitatively altered in the circulation of individuals with type 2 diabetes (T2D) with CKD compared to those with normal kidney function. MiR-190a-5p abundance was significantly lower in the circulation of T2D patients with reduced kidney function compared to those with normal kidney function. To validate if the loss of circulating miR-190a-5p was associated with reduced kidney function we measured miR-190a-5p in an unselected cohort of CKD patients and determined if dysregulated miR-190a-5p could predict kidney outcomes. In individuals with no or moderate albuminuria (<300mg/mmol), serum miR-190a-5p levels predicted CKD progression (reaching end-stage kidney disease or >30% reduction from baseline eGFR, independent of age, sex, baseline eGFR, urinary albumin excretion, or blood pressure (adjusted HR 0.80, 95% CI: 0.66-0.96, p=0.015). To identify the kidney source of miR-190a-5p we utilised transcriptomic data from mouse models of kidney injury and single nuclear (sn) RNA-Seq from human kidney, finding that miR-190a-5p is enriched in the proximal tubule (PT) but down-regulated following injury. Bioinformatic analysis highlighted ADAM10as a potential miR-190a-5p target and we validated this in human PT cell line. Our analyses suggest that miR-190a-5p is a biomarker of tubular cell health and low circulating levels may predict CKD progression in patients with low or moderate proteinuria independent of existing risk factors.",Homo sapiens,GSE,Non-coding RNA profiling by high throughput sequencing,18573,2024/03/30,33,,PRJNA1091676,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE262nnn/GSE262414/,Q1_disease_phrases;Q2_broad_diabetes_kidney,False,disease wording not explicit; renal tissue wording not explicit; not a bulk-expression GEO type,PENDING_HUMAN_REVIEW,
200262793,GSE262793,Integrative transcriptome and proteome profiling of insulin-resistant kidney cell models and patient biopsies reveals common and cell-type-specific mechanisms underpinning Diabetic Kidney Disease,"Diabetic kidney disease (DKD) is the leading cause of end stage kidney failure worldwide. It is now clear that cellular insulin resistance is a major driver of this disease. Using established human conditionally immortalised podocytes (Pods), glomerular endothelial cells (GECs), mesangial cells (MCs), and proximal tubular cells (PTCs), we modelled both insulin sensitivity and insulin resistance and performed simultaneous transcriptomics and proteomics for integrated analysis. Our data was further compared with bulk- and single-cell transcriptomic kidney biopsy data from early- and advanced-stage DKD patient cohorts. We identified several consistent changes (individual genes, proteins, and molecular pathways) occurring across all insulin-resistant kidney cell types, which were replicated in human early- and/or advanced-stage DKD biopsies. These included the genes CTSS, NRBF2, C3, CXCL1, TFPI2 and PFKFB3, and pathways related to the inflammatory response, ER stress and glycoprotein metabolism. We further identified several cell-line-specific molecular changes occurring in response to insulin resistance, which were replicated in single-cell sequencing data from DKD, together with a selective reduction in mitochondrial function in Pods, MCs and PTC, but not GECs. This study provides a rich data resource to direct future studies in elucidating underlying kidney signalling pathways and potential therapeutic targets in DKD.",Homo sapiens,GSE,Expression profiling by high throughput sequencing,20301,2024/04/02,80,39562547,PRJNA905899,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE262nnn/GSE262793/,Q1_disease_phrases;Q2_broad_diabetes_kidney,True,priority human review,PENDING_HUMAN_REVIEW,
200262814,GSE262814,Molecular mechanisms of Target organ damage in youth with primary hypertension [bulk RNA-Seq 2],"High blood pressure or Primary Hypertension is associated with target organ damage (TOD) in both adults and youth, where TOD predicts the adverse cardiovscular (CV) events. The mechanisms involved in blood pressure mediated TOD are limitedly understood in onset of  TOD. To understand this,  first using RNA sequencing, we identified candidate differentially expressed genes  in circulating PBMCs of study participants with and without hypertension and elevated  left ventrivlar mass index . Next, through miRNA and whole genome bisulphite sequencing of circulating PBMCs we determined the epigenetic regulators of TOD. Also, using LCMS, serum proteomics, the key circulatory protein involved in advancing CV- TOD events was identified. In conclusion,  multiomics approach was utilized to define the circulatory regulators involved in BP mediated CV-TOD.",Homo sapiens,GSE,Expression profiling by high throughput sequencing,20301,2024/07/31,20,38948714;41147417,PRJNA1093429,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE262nnn/GSE262814/,Q2_broad_diabetes_kidney,False,disease wording not explicit; renal tissue wording not explicit,PENDING_HUMAN_REVIEW,
200262815,GSE262815,Molecular mechanisms of Target organ damage in youth with primary hypertension [bulk RNA-Seq 3],"High blood pressure or Primary Hypertension is associated with target organ damage (TOD) in both adults and youth, where TOD predicts the adverse cardiovscular (CV) events. The mechanisms involved in blood pressure mediated TOD are limitedly understood in onset of  TOD. To understand this,  first using RNA sequencing, we identified candidate differentially expressed genes  in circulating PBMCs of study participants with and without hypertension and elevated  left ventrivlar mass index . Next, through miRNA and whole genome bisulphite sequencing of circulating PBMCs we determined the epigenetic regulators of TOD. Also, using LCMS, serum proteomics, the key circulatory protein involved in advancing CV- TOD events was identified. In conclusion,  multiomics approach was utilized to define the circulatory regulators involved in BP mediated CV-TOD.",Homo sapiens,GSE,Expression profiling by high throughput sequencing,20301,2024/07/31,20,38948714;41147417,PRJNA1093431,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE262nnn/GSE262815/,Q2_broad_diabetes_kidney,False,disease wording not explicit; renal tissue wording not explicit,PENDING_HUMAN_REVIEW,
200262817,GSE262817,Molecular mechanisms of Target organ damage in youth with primary hypertension [bisulfite-Seq],"High blood pressure or Primary Hypertension is associated with target organ damage (TOD) in both adults and youth, where TOD predicts the adverse cardiovscular (CV) events. The mechanisms involved in blood pressure mediated TOD are limitedly understood in onset of  TOD. To understand this,  first using RNA sequencing, we identified candidate differentially expressed genes  in circulating PBMCs of study participants with and without hypertension and elevated  left ventrivlar mass index . Next, through miRNA and whole genome bisulphite sequencing of circulating PBMCs we determined the epigenetic regulators of TOD. Also, using LCMS, serum proteomics, the key circulatory protein involved in advancing CV- TOD events was identified. In conclusion,  multiomics approach was utilized to define the circulatory regulators involved in BP mediated CV-TOD.",Homo sapiens,GSE,Methylation profiling by high throughput sequencing,28038,2024/07/31,30,38948714;41147417,PRJNA1093436,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE262nnn/GSE262817/,Q2_broad_diabetes_kidney,False,disease wording not explicit; renal tissue wording not explicit; not a bulk-expression GEO type,PENDING_HUMAN_REVIEW,
200262818,GSE262818,Molecular mechanisms of Target organ damage in youth with primary hypertension [smallRNA-Seq 1],"High blood pressure or Primary Hypertension is associated with target organ damage (TOD) in both adults and youth, where TOD predicts the adverse cardiovscular (CV) events. The mechanisms involved in blood pressure mediated TOD are limitedly understood in onset of  TOD. To understand this,  first using RNA sequencing, we identified candidate differentially expressed genes  in circulating PBMCs of study participants with and without hypertension and elevated  left ventrivlar mass index . Next, through miRNA and whole genome bisulphite sequencing of circulating PBMCs we determined the epigenetic regulators of TOD. Also, using LCMS, serum proteomics, the key circulatory protein involved in advancing CV- TOD events was identified. In conclusion,  multiomics approach was utilized to define the circulatory regulators involved in BP mediated CV-TOD.",Homo sapiens,GSE,Non-coding RNA profiling by high throughput sequencing,23227,2024/07/31,109,38948714;41147417,PRJNA1093437,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE262nnn/GSE262818/,Q2_broad_diabetes_kidney,False,disease wording not explicit; renal tissue wording not explicit; not a bulk-expression GEO type,PENDING_HUMAN_REVIEW,
200262819,GSE262819,Molecular mechanisms of Target organ damage in youth with primary hypertension [smallRNA-Seq 2],"High blood pressure or Primary Hypertension is associated with target organ damage (TOD) in both adults and youth, where TOD predicts the adverse cardiovscular (CV) events. The mechanisms involved in blood pressure mediated TOD are limitedly understood in onset of  TOD. To understand this,  first using RNA sequencing, we identified candidate differentially expressed genes  in circulating PBMCs of study participants with and without hypertension and elevated  left ventrivlar mass index . Next, through miRNA and whole genome bisulphite sequencing of circulating PBMCs we determined the epigenetic regulators of TOD. Also, using LCMS, serum proteomics, the key circulatory protein involved in advancing CV- TOD events was identified. In conclusion,  multiomics approach was utilized to define the circulatory regulators involved in BP mediated CV-TOD.",Homo sapiens,GSE,Non-coding RNA profiling by high throughput sequencing,20301,2024/07/31,20,38948714;41147417,PRJNA1093438,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE262nnn/GSE262819/,Q2_broad_diabetes_kidney,False,disease wording not explicit; renal tissue wording not explicit; not a bulk-expression GEO type,PENDING_HUMAN_REVIEW,
200262828,GSE262828,Molecular mechanisms of Target organ damage in youth with primary hypertension [bulk RNA-Seq 1],"High blood pressure or Primary Hypertension is associated with target organ damage (TOD) in both adults and youth, where TOD predicts the adverse cardiovscular (CV) events. The mechanisms involved in blood pressure mediated TOD are limitedly understood in onset of  TOD. To understand this,  first using RNA sequencing, we identified candidate differentially expressed genes  in circulating PBMCs of study participants with and without hypertension and elevated  left ventrivlar mass index . Next, through miRNA and whole genome bisulphite sequencing of circulating PBMCs we determined the epigenetic regulators of TOD. Also, using LCMS, serum proteomics, the key circulatory protein involved in advancing CV- TOD events was identified. In conclusion,  multiomics approach was utilized to define the circulatory regulators involved in BP mediated CV-TOD.",Homo sapiens,GSE,Expression profiling by high throughput sequencing,23227,2024/07/31,89,38948714;41147417,PRJNA1093448,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE262nnn/GSE262828/,Q2_broad_diabetes_kidney,False,disease wording not explicit; renal tissue wording not explicit,PENDING_HUMAN_REVIEW,
200262922,GSE262922,Effect of overexpssion Kallistatin(SERPINA4) in HGC-27 cell line,"Kallistatin has been demonstrated to possess inhibitory effects across several malignancies, including hepatocellular carcinoma, gastric cancer and breast cancer. Subsequent evidence has increasingly suggested that KS has pleiotropic roles in modulating a broad spectrum of diseases, including in diabetic nephropathy, idiopathic pulmonary fibrosis and autoimmune uveitis. However, the precise function and molecular mechanisms underlying tumor-induced immune escape attributed to KS remain unclear, necessitating further investigation to determine its role in this context.For this propose, we establish SERPINA4 stably expressed cell line(and control) in HGC-27 cells, and RNA-seq was performed to reveal the trancriptome changes between there two cell lines.",Homo sapiens,GSE,Expression profiling by high throughput sequencing,20301,2024/10/01,6,,PRJNA1094913,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE262nnn/GSE262922/,Q1_disease_phrases,False,renal tissue wording not explicit,PENDING_HUMAN_REVIEW,
200265918,GSE265918,Effect of FGF9 on human renal tubular epithelial cells in high glucose culture,"Diabetic nephropathy is characterised by the accumulation of extracellular matrix in the glomerular tunica and tubular interstitium, which ultimately leads to excessive renal scarring and decreased excretory function. The main pathological changes of renal fibrosis are: glomerulosclerosis, tubulointerstitial fibrosis, infiltration of inflammatory mediators and activation of α-SMA-positive myofibroblasts. Among them, tubulointerstitial fibrosis is an important link in the development of end-stage renal disease (ESRD).Previous experiments verified that FGF9 expression was decreased in kidneys of STZ-induced diabetic mice and HK2 cells cultured with high glucose, while overexpression of FGF9 inhibited HK2 cell migration under high glucose. To investigate the role of FGF9 in tubulointerstitial fibrosis in diabetic nephropathy, we performed high-throughput sequencing of different subgroups of HK2 cells.",Homo sapiens,GSE,Expression profiling by high throughput sequencing,24676,2025/11/13,12,40977522,PRJNA1104684,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE265nnn/GSE265918/,Q1_disease_phrases;Q2_broad_diabetes_kidney,True,priority human review,PENDING_HUMAN_REVIEW,
