pmid,year,journal,title,doi,query_ids,repository_accessions_in_title_or_abstract,abstract
39139646,2024,Frontiers in pharmacology,Effects of Bifidobacterium bifidum tetragonum tablets and Jin Gui Ren Qi Pill on intestinal flora and metabolism in patients with diabetic kidney disease.,10.1039/d1fo01164b,PM_Q1;PM_Q2,,"To investigate the effects of Bifidobacterium bifidum tetragonum tablets and Jin Gui Ren Qi Pill on intestinal flora and metabolism in patients with diabetic kidney disease. In the study conducted at Heping Hospital of Changzhi Medical College from March 2021 to December 2022, 30 cases of patients diagnosed with diabetic nephropathy were meticulously selected as study subjects. Employing a double-blind randomized table method, these patients were randomly allocated into three groups: the control group (n = 10), the Bifidobacterium bifidum tetragonum tablets group (n = 10), and the Jin Gui Ren Qi Pill group (n = 10). The control group received standard western medical treatments for diabetic nephropathy, including serum glucose, blood lipids, blood pressure management, and other conventional therapies. In addition to the standard treatments, the Bifidobacterium bifidum tetragonum tablets group received Bifidobacterium bifidum tetragonum tablets, while the Jin Gui Ren Qi Pill group received Jin Gui Ren Qi Pill. Before and after a 4-week treatment period, various baseline parameters were assessed, including fasting blood glucose, 2-h postprandial blood glucose, triglycerides, serum total cholesterol, serum low-density lipoprotein cholesterol, serum high-density lipoprotein cholesterol, random urine microalbumin/creatinine ratio (ACR), blood creatinine (SCr), and traditional Chinese medicine evidence scores. Stool specimens were collected from all three groups before and after treatment for 16S rDNA high-throughput sequencing, followed by comprehensive analyses including OUT clustering, Alpha diversity, Beta diversity, species composition analysis, LEfSe analysis, and KEGG function prediction. Spearman correlation analysis was employed to explore the relationship between intestinal flora and clinical indicators. Furthermore, fasting peripheral venous blood was collected from patients in the Bifidobacterium tetrapunctate tablets group and the control group before and after intervention to measure the optical density values of tumor necrosis factor-α (TNF-α), interleukin-2 (IL-2), and interleukin-6 (IL-6) using the Beijing Biolite ELISA kit. This study was conducted with the approval of the Ethics Committee of Changzhi Medical College. 1. The 2hPBG, total cholesterol and LDL levels were observed among patients with diabetic kidney disease (DKD) across all groups: the Jin Gui Ren Qi Pill group, the Bifidobacterium bifidum tetragonum tablets group, and the control group (p < 0.05). 2. The Jin Gui Ren Qi Pill demonstrated superior efficacy in alleviating TCM symptoms and reducing the ACR compared to both the Bifidobacterium bifidum tetragonum tablets group and the control group. Conversely, Bifidobacterium bifidum tetragonum tablets exhibited a more pronounced reduction in TC levels compared to both the Jin Gui Ren Qi Pill and control groups. Notably, Bifidobacterium bifidum tetragonum tablets effectively decreased (IL-2) levels in patients with DKD. 3. Bifidobacterium bifidum tetragonum tablets also demonstrated efficacy in reducing IL-2 levels in DKD patients. 4. Analysis of intestinal microorganism abundance and diversity before and after the intervention, as well as among the three groups, revealed no significant alterations. Similarly, comparisons of ACE, Chao, Simpson, and Shannon indices showed no statistically significant differences (p > 0.05). 5. Qualitative analysis of intestinal microorganisms before and after intervention, as well as among the three groups, indicated no significant differences. Anosim test results also did not reveal qualitative distinctions (Anosim test R = 0.021, p = 0.215). 6. LEfSe analysis unveiled a noteworthy increase in Prevotella_7 abundance within the Jin Gui Ren Qi Pill group post-intervention (p < 0.05). 7. Furthermore, Chinese medicine evidence scores, body mass index, TC, and LDL levels correlated positively with the relative abundance of Tyzzerella_3 bacterial flora. Conversely, age, disease duration, and 2hPBG correlated positively with the relative abundance of Christensenellaceae_R_7 flora, while TC and LDL levels displayed a negative correlation with the relative abundance of Christensenellaceae_R_7 flora. The combination of Jin Gui Ren Qi Pill with western medical treatment exhibited superior efficacy in ameliorating clinical symptoms and reducing the ACR in patients with DKD compared to western medical treatment alone. Furthermore, this combination therapy led to an increase in the abundance of Prevotella_7 within the intestinal flora of patients, suggesting a potential enhancement in carbohydrate metabolism by the intestinal microbiota. On the other hand, Bifidobacterium bifidum tetragonum tablets bacterial tablets combined with western medical treatment demonstrated enhanced efficacy in reducing TC levels in DKD patients compared to western medical treatment alone. Additionally, this combination therapy effectively reduced the levels of IL-2 in DKD patients, thus mitigating inflammation in these individuals."
39147198,2025,Journal of advanced research,Gut microbiota-derived indole-3-propionic acid alleviates diabetic kidney disease through its mitochondrial protective effect via reducing ubiquitination mediated-degradation of SIRT1.,10.1016/j.jare.2024.08.018,PM_Q2,,"Gut microbes and their metabolites play crucial roles in the pathogenesis of diabetic kidney disease (DKD). However, which one and how specific gut-derived metabolites affect the progression of DKD remain largely unknown. This study aimed to investigate the potential roles of indole-3-propionic acid (IPA), a microbial metabolite of tryptophan, in DKD. Metagenomic sequencing was performed to analyze the microbiome structure in DKD. Metabolomics screening and validation were conducted to identify characteristic metabolites associated with DKD. The protective effect of IPA on DKD glomerular endothelial cells (GECs) was assessed through in vivo and in vitro experiments. Further validation via western blot, immunoprecipitation, gene knockout, and site-directed mutation elucidated the mechanism of IPA on mitochondrial injury. Alterations in gut microbial community structure and dysregulated tryptophan metabolism were evident in DKD mice. Serum IPA levels were significantly reduced in DKD patients and correlated with fasting blood glucose, HbA1c, urine albumin-to-creatinine ratio (UACR), and estimated glomerular filtration rate (eGFR). IPA supplementation ameliorated albuminuria, bolstered the integrity of the glomerular filtration barrier, and mitigated mitochondrial impairments in GECs. Mechanistically, IPA hindered SIRT1 phosphorylation-mediated ubiquitin-proteasome degradation, restoring SIRT1's role in promoting PGC-1α deacetylation and nuclear translocation, thereby upregulating genes associated with mitochondrial biosynthesis and antioxidant defense. Our findings underscore the potential of the microbial metabolite IPA to attenuate DKD progression, offering novel insights and potential therapeutic strategies for its management."
39156445,2024,Cureus,Streptococcus mitis Peritonitis in a Peritoneal Dialysis Patient: A Case Report Highlighting the Importance of Dental Hygiene.,10.7759/cureus.64693,PM_Q1,,"Viridans-group streptococci, including the Streptococcus mitis/oralis subgroup, can cause peritoneal dialysis (PD)-related peritonitis. The link between dental pathology and PD-related peritonitis remains to be fully elucidated. We report a case of an 83-year-old man undergoing nocturnal intermittent PD due to kidney failure from diabetic nephropathy who developed S. mitis peritonitis and septicemia traced back to a periodontal abscess. Despite having no prior history of peritonitis and maintaining good nutritional status, the patient presented with generalized abdominal pain and a low-grade fever. The initial treatment included intraperitoneal antibiotics. Root cause analysis identified multiple periodontitis and dental abscesses as the primary source of infection, confirmed by DNA sequencing of cultures from the abscesses and blood, which matched S. mitis. This case highlights the critical role of oral flora in causing invasive diseases in immunocompromised individuals, including PD patients, and illustrates how dental infections can lead to PD-related peritonitis through hematogenous spread. Our case also stresses the importance of meticulous dental care and regular dental examinations to prevent such infections in PD patients."
39182114,2024,Cardiovascular diabetology,Pentoxifylline ameliorates subclinical atherosclerosis progression in patients with type 2 diabetes and chronic kidney disease: a randomized pilot trial.,10.1016/j.yexcr.2016.12.013,PM_Q2,,"Diabetic kidney disease (DKD) is associated with a higher risk of cardiovascular disease (CVD). Pentoxifylline (PTF), a nonselective phosphodiesterase inhibitor with anti-inflammatory, antiproliferative, and antifibrotic actions, has demonstrated renal benefits in both clinical trials and meta-analyses. The present work aimed to study the effects of PTF on the progression of subclinical atherosclerosis (SA) in a population of patients with diabetes and moderate to severe chronic kidney disease (CKD). In this open-label, randomized controlled, prospective single-center pilot study the evolution of carotid intima-media thickness (CIMT) and ankle-brachial index (ABI) were determined in 102 patients with type 2 diabetes mellitus and CKD assigned to PTF, aspirin or control groups during 18 months. We also determined the variations in the levels of inflammatory markers and Klotho (KL), a protein involved in maintaining cardiovascular health, and their relationship with the progression of SA. Patients treated with PTF presented a better evolution of CIMT, increased KL mRNA levels in peripheral blood cells (PBCs) and reduced the inflammatory state. The progression of CIMT values was inversely related to variations in KL both in serum and mRNA expression levels in PBCs. Multiple regression analysis demonstrated that PTF treatment and variations in mRNA KL expression in PBCs, together with changes in HDL, were significant determinants for the progression of CIMT (adjusted R2 = 0.24, P < 0.001) independently of traditional risk factors. Moreover, both variables constituted protective factors against a worst progression of CIMT [OR: 0.103 (P = 0.001) and 0.001 (P = 0.005), respectively]. PTF reduced SA progression assessed by CIMT variation, a beneficial effect related to KL gene expression in PBCs. The study protocol code is PTF-AA-TR-2009 and the trial was registered on the European Union Drug Regulating Authorities Clinical Trials (EudraCT #2009-016595-77). The validation date was 2010-03-09."
39187837,2024,BMC medical genomics,Identification of key immune-related genes and potential therapeutic drugs in diabetic nephropathy based on machine learning algorithms.,10.1016/j.scr.2012.05.001,PM_Q1,GSE142025;GSE183276;GSE30528;GSE96804,"Diabetic nephropathy (DN) is a major contributor to chronic kidney disease. This study aims to identify immune biomarkers and potential therapeutic drugs in DN. We analyzed two DN microarray datasets (GSE96804 and GSE30528) for differentially expressed genes (DEGs) using the Limma package, overlapping them with immune-related genes from ImmPort and InnateDB. LASSO regression, SVM-RFE, and random forest analysis identified four hub genes (EGF, PLTP, RGS2, PTGDS) as proficient predictors of DN. The model achieved an AUC of 0.995 and was validated on GSE142025. Single-cell RNA data (GSE183276) revealed increased hub gene expression in epithelial cells. CIBERSORT analysis showed differences in immune cell proportions between DN patients and controls, with the hub genes correlating positively with neutrophil infiltration. Molecular docking identified potential drugs: cysteamine, eltrombopag, and DMSO. And qPCR and western blot assays were used to confirm the expressions of the four hub genes. Analysis found 95 and 88 distinctively expressed immune genes in the two DN datasets, with 14 consistently differentially expressed immune-related genes. After machine learning algorithms, EGF, PLTP, RGS2, PTGDS were identified as the immune-related hub genes associated with DN. In addition, the mRNA and protein levels of them were obviously elevated in HK-2 cells treated with glucose for 24 h, as well as their mRNA expressions in kidney tissues of mice with DN. This study identified 4 hub immune-related genes (EGF, PLTP, RGS2, PTGDS), as well as their expression profiles and the correlation with immune cell infiltration in DN."
39233057,2024,Pharmacological research,Huperzine A targets Apolipoprotein E: A potential therapeutic drug for diabetic nephropathy based on omics analysis.,10.1016/j.phrs.2024.107392,PM_Q1,,"Diabetic nephropathy (DN) is a major complication of diabetes mellitus (DM) without curative interventions currently. Huperzine A (Hup A), a natural alkaloid, has demonstrated significant hypoglycemic and anti-inflammatory effects. We aim to investigate the protective effects of Hup A on DN and explore the underlying mechanisms METHODS: We applied STZ induced diabetic rats as DN model and leveraged combination analysis of the transcriptome, metabolome, microbiome, and network pharmacology (NP). The total effect of Hup A on DN was detected (i.e. urine protein, renal tissue structure) and the differential genes were further verified at the level of diabetic patients, db/db mice and cells. Clinical data and small interfering RNA (siRNA)-Apoe were adopted. Hup A alleviated kidney injury in DN rats. Transcriptomics data and Western blot indicated that the improvement in DN was primarily associated with Apoe and Apoc2. Additionally, metabolomics data demonstrated that DN-induced lipid metabolism disruption was regulated by Hup A, potentially involving sphingosine. Hup A also enriched microbial diversity and ameliorated DN-induced microbiota imbalance. Spearman's correlation analysis demonstrated significant associations among the transcriptome, metabolome, and microbiome. Apoe level was positively correlated with clinical biomarkers in DN patients. Si-Apoe also played protective role in podocytes. NP analysis also suggested that Hup A may treat DN by modulating lipid metabolism, microbial homeostasis, and apoptosis, further validating our findings. Collectively, we provide the first evidence of the therapeutic effect of Hup A on DN, indicating that Hup A is a potential drug for the prevention and treatment of DN."
39245097,2024,International journal of biological macromolecules,CD2 glycoprotein and CD44 structure and prevention of diabetes nephropathy: Central characteristics of related genes based on WGCNA and PPI.,10.1016/j.ijbiomac.2024.135393,PM_Q1,,"Diabetic nephropathy (DN) is a prevalent complication of diabetes mellitus, characterized by complex pathogenesis that involves numerous molecules and signaling pathways. Among these, CD2 glycoprotein and CD44 play pivotal roles in cell adhesion, signal transduction, and inflammatory responses, potentially contributing significantly to the onset and progression of DN. This study aimed to investigate the central features of CD2 glycoprotein and CD44 in preventing diabetic nephropathy. To achieve this, kidney tissue sample data from DN patients were sourced from a public gene expression database. The roles of CD2 glycoprotein and CD44 within the PPI network were then analyzed, focusing on their interactions with other related genes. WGCNA analysis identified several significant gene modules associated with DN, including CD2 glycoprotein and CD44. PPI network analysis showed that these two proteins had a high degree of connectivity in the network, suggesting that they may be central regulatory molecules of DN. Further functional enrichment analysis revealed the potentially important role of CD2 glycoprotein and CD44 in diabetic nephropathy."
39247430,2024,"Diabetes, metabolic syndrome and obesity : targets and therapy",Network Pharmacology and Experimental Analysis to Explore the Effect and Mechanism of Modified Buyang Huanwu Decoction in the Treatment of Diabetic Nephropathy.,10.1016/j.ecoenv.2019.110073,PM_Q1,,"Preventing and treating diabetic nephropathy (DN) are global challenges due to the complexity and diversity of its causes and manifestations. It is important to find effective medications to treat DN. Gene expression files of DN were downloaded from the GEO database to identify the differentially expressed genes. Network pharmacology and molecular docking were used to explore the possible mechanisms of modified Buyang Huanwu Decoction (mBHD) in treating DN. Biochemical, histopathological, and real-time PCR analyses were conducted in both in vivo and in vitro DN models to investigate the effects of mBHD. A total of 336 active ingredients and 124 potential targets of mBHD associated with DN were identified. Among them, 8 hub genes were found to be important targets for mBHD in treating DN and were significantly correlated with the infiltration status of six immune cells. Partially, the active ingredients of mBHD demonstrated good stability in binding to CASP3 and TP53. mBHD treatment significantly reduced levels of total cholesterol, triglyceride, blood urea nitrogen, serum creatinine, and microalbumin in db/db mice. HE and Masson's staining results showed that mBHD attenuated renal injury in db/db mice. Additionally, mBHD treatment could significantly alter the expression of CASP3, CCL2, TP53, ALB, and HMOX1. mBHD may be involved in the treatment of DN through multiple ingredients, targets, and pathways. In addition, mBHD could alleviate renal injury in db/db mice, possibly involving CASP3, CCL2, TP53, ALB, and HMOX1."
39265079,2024,American journal of physiology. Renal physiology,Glucagon receptor activation contributes to the development of kidney injury.,10.3168/jds.S0022-0302(03)73915-0,PM_Q1;PM_Q2,,"The underlying causes of diabetic kidney disease are still largely unknown. New insights into the contributing causes of diabetic nephropathy are important to prevent this complication. Hyperglycemia and hypertension are some of the risk factors for diabetic nephropathy. However, the incidence of diabetic nephropathy is increasing despite efforts to normalize blood glucose levels and blood pressure. Therefore, other factors should be investigated as causes of diabetic nephropathy. We investigated whether long-term increased plasma levels of glucagon contribute to the development of pathophysiological changes in kidney function as seen in patients with diabetic nephropathy. Using mouse models of chronic activation and inactivation of glucagon receptor signaling, we investigated whether glucagon is involved in changes in renal function, renal structure, and transcriptional changes. We found several histopathological changes in the kidney, such as thickening of the parietal layer of Bowman's capsule, glomerular mesangial cell expansion, and significant albuminuria in the mice with activated glucagon receptor signaling. Opposite effects on mesangial area expansion and the development of albuminuria were demonstrated in mice with glucagon receptor inactivation. RNA sequencing data revealed that transcription of genes related to fatty acid metabolism, podocytes, Na+-K+-ATPase, and sodium/glucose transport was significantly changed in mice with activated glucagon receptor signaling. These data implicate that glucagon receptor signaling is involved in the development of kidney injury, as seen in type 2 diabetes, and that glucagon receptor is a potential therapeutic target in the treatment of diabetes. NEW & NOTEWORTHY This study suggests that the glucagon receptor is a potential therapeutic target in the treatment of diabetic kidney disease. We show, in mice, that long-term treatment with a glucagon analog showed not only pathophysiological changes and changes in renal function but also transcriptional changes in the kidneys, whereas opposite effects were demonstrated in mice with glucagon receptor inactivation. Therefore, the use of glucagon in a treatment regimen requires investigation of possible metabolic and renal abnormalities."
39267098,2024,Chinese medicine,"DMDD, isolated from Averrhoa carambola L., ameliorates diabetic nephropathy by regulating endoplasmic reticulum stress-autophagy crosstalk.",10.1080/15548627.2019.1596489,PM_Q1,,"Studies have shown that Averrhoa carambola L. possesses therapeutic potential for diabetes and related complications. However, the specific beneficial effects and molecular mechanisms of 2-dodecyl-6-meth-oxycyclohexa-2,5-diene-1,4-dione (DMDD) isolated from Averrhoa carambola L. on diabetic nephropathy (DN) require further investigation. 80 C57BL/6 J male mice were subjected to a 1-week adaptive feeding, followed by a high-fat diet and intraperitoneal injection of 100 mg/kg streptozotocin (STZ) to construct an in vivo DN model. Additionally, human renal proximal tubular epithelial cells (HK-2) induced by high glucose (HG) were used as an in vitro DN model. The expression levels of epithelial-mesenchymal transition (EMT), endoplasmic reticulum stress (ERS), and autophagy-related proteins in renal tubular cells were detected by Western Blot, flow cytometry, immunofluorescence, and enzyme-linked immunosorbent assay (ELISA) staining. Transcriptome analysis revealed was conducted to elucidate the specific mechanism of by which DMDD mitigates DN by inhibiting ERS and autophagy. HK-2 cells were transfected with IRE1α overexpression lentivirus to reveal the role of IRE1α overexpression in HG-induced HK-2. The experimental data showed that DMDD significantly reduced blood glucose levels and improved renal pathological alterations in DN mice. Additionally, DMDD inhibited the calcium (Ca2+) pathway, manifested by decreased autophagosome formation and downregulation of LC3II/I, Beclin-1, and ATG5 expression. Moreover, in HG-induced HK-2 cells, DMDD suppressed the overexpression of GRP78, CHOP, LC3II/I, Beclin1, and ATG5. Notably, IRE1α overexpression significantly increased autophagy incidence; however, DMDD treatment subsequently reduced the expression of LC3II/I, Beclin1, and ATG5. DMDD effectively inhibits excessive ERS and autophagy, thereby reducing renal cell apoptosis through the IRE1α pathway and Ca 2+ pathway."
39286156,2024,Heliyon,Human umbilical cord mesenchymal stem cell-derived exosomes mitigate diabetic nephropathy via enhancing M2 macrophages polarization.,10.1016/j.heliyon.2024.e37002,PM_Q1;PM_Q2,,"Exosomes, which are small nanoscale vesicles capable of secretion, have garnered significant attention in recent years because of their therapeutic potential, particularly in the context of kidney diseases. Notably, human umbilical cord mesenchymal stem cell-derived exosomes (hucMSC-Exos) are emerging as promising targeted therapies for renal conditions. The aim of this study was to investigate the therapeutic effects of hucMSC-Exos on diabetic kidney disease (DKD) both in vivo and in vitro. Additionally, this study seeks to elucidate cellular and molecular differentials, as well as the expression of relevant signaling pathways, through single-cell RNA sequencing. This endeavor was designed to enhance our understanding of the connection between hucMSC-Exos and the pathogenesis of DKD. The study commenced with the extraction and characterization of hucMSC-Exos, including the determination of their concentrations. Animal experiments were conducted to evaluate the therapeutic potential of hucMSC-Exos in a DKD mouse model. Subsequently, single-cell sequencing was employed to investigate the molecular mechanisms underlying the efficacy of extracellular vesicles in ameliorating DKD. These findings were further substantiated by cell-based experiments. Importantly, the results indicate that hucMSC-Exos can impede the progression of DKD in mice, with macrophage activation playing a pivotal role in this process. The in vivo experiments conclusively established hucMSC-Exos as a pivotal component in preserving renal function and retarding the progression of DKD. Our utilization of single-cell sequencing technology, in conjunction with in vivo and in vitro experiments, provides compelling evidence that M2 macrophages are instrumental in enhancing the amelioration of diabetic nephropathy."
39333211,2024,Scientific reports,Identification of common biomarkers in diabetic kidney disease and cognitive dysfunction using machine learning algorithms.,10.1073/pnas.1715165115,PM_Q1;PM_Q2,,"Cognitive dysfunction caused by diabetes has become a serious global medical issue. Diabetic kidney disease (DKD) exacerbates cognitive dysfunction in patients, although the precise mechanism behind this remains unclear. Here, we conducted an investigation using RNA sequencing data from the Gene Expression Omnibus (GEO) database. We analyzed the differentially expressed genes in DKD and three types of neurons in the temporal cortex (TC) of diabetic patients with cognitive dysfunction. Through our analysis, we identified a total of 133 differentially expressed genes (DEGs) shared between DKD and TC neurons (62 up-regulated and 71 down-regulated). To identify potential common biomarkers, we employed machine learning algorithms (LASSO and SVM-RFE) and Venn diagram analysis. Ultimately, we identified 8 overlapping marker genes (ZNF564, VPS11, YPEL4, VWA5B1, A2ML1, KRT6A, SEC14L1P1, SH3RF1) as potential biomarkers, which exhibited high sensitivity and specificity in ROC curve analysis. Functional analysis using Gene Ontology (GO) revealed that these genes were primarily enriched in autophagy, ubiquitin/ubiquitin-like protein ligase activity, MAP-kinase scaffold activity, and syntaxin binding. Further enrichment analysis using Gene Set Enrichment Analysis (GSEA) and Gene Set Variation Analysis (GSVA) indicates that these biomarkers may play a crucial role in the development of cognitive dysfunction and diabetic nephropathy. Building upon these biomarkers, we developed a diagnostic model with a reliable predictive ability for DKD complicated by cognitive dysfunction. To validate the 8 biomarkers, we conducted RT-PCR analysis in the cortex, hippocampus and kidney of animal models. The results demonstrated the up-regulation of SH3RF1 in the cortex, hippocampus and kidney of mice, which was further confirmed by immunofluorescence and Western blot validation. Notably, SH3RF1 is a scaffold protein involved in cell survival in the JNK signaling pathway. Based on these findings, we support that SH3RF1 may be a common gene expression feature that influences DKD and cognitive dysfunction through the apoptotic pathway."
39351186,2024,World journal of nephrology,Reference gene panel for urinary exosome-based molecular diagnostics in patients with kidney disease.,10.5527/wjn.v13.i3.99105,PM_Q1,,"Kidney disease is a severe complication of diabetes that often leads to end-stage renal disease. Early diagnosis is crucial for prevention or delay. However, the current diagnostic methods, with their limitations in detecting the disease in its early stages, underscore the urgency and importance of finding new solutions. miRNAs encapsulated inside urinary exosomes (UEs) have potential as early biomarkers for kidney diseases. The need for reference miRNAs for accurate interpretation currently limits their translational potential. To identify consistently expressing reference miRNAs from UEs of controls and patients with type 2 diabetesmellitus (T2DM) and biopsy-confirmed kidney diseases. miRNA profiling was performed on UEs from 31 human urine samples using a rigorous and unbiased method. The UEs were isolated from urine samples collected from healthy individuals (n = 6), patients with T2DM (n = 13), and T2DM patients who also had kidney diseases (including diabetic nephropathy, n = 5; membranous nephropathy, n = 5; and IgA nephropathy, n = 2) through differential ultracentrifugation. After characterizing the UEs, miRNA expression profiling using microarray technology was conducted. Microarray data analysis identified 14 miRNAs that were consistently expressed in UEs from 31 human samples, representing various kidney conditions: diabetic controls, diabetic nephropathy, membrane nephropathy, IgA nephropathy, and healthy controls. Through in silico analysis, we determined that 10 of these miRNAs had significant potential to serve as reference genes in UEs. We identified uniformly expressing UE miRNAs that could serve as reference genes kidney disease biomarkers."
39356055,2024,Renal failure,Integrin subunit beta 6 is a potential diagnostic marker for acute kidney injury in patients with diabetic kidney disease: a single cell sequencing data analysis.,10.1016/s0304-3835(02)00119-2,PM_Q2,GSE131822;GSE183276,"Diabetic kidney disease (DKD), a prevalent complication of diabetes mellitus, is often associated with acute kidney injury (AKI). Thus, the development of preventive and therapeutic strategies is crucial for delaying the progression of AKI and DKD. The GSE183276 dataset, comprising the data of 20 healthy controls and 12 patients with AKI, was downloaded from the Gene Expression Omnibus (GEO) database to analyze the AKI group. For analyzing the DKD group, the GSE131822 dataset, comprising the data of 3 healthy controls and 3 patients with DKD, was downloaded from the GEO database. The common differentially expressed genes (DEGs) in renal tubular epithelial cells (TECs) were subjected to enrichment analyses. Next, a protein-protein interaction (PPI) network was constructed using the Search Tool for the Retrieval of Interacting Genes database to analyze gene-related regulatory networks. Finally, the AKI animal models and the DKD and AKI cell models were established, and the reliability of the identified genes was validated using quantitative real-time polymerase chain reaction analysis. Functional analysis was performed with 40 common DEGs in TECs. Eight hub genes were identified using the PPI and gene-related networks. Finally, validation experiments with the in vivo animal model and the in vitro cellular model revealed the four common DEGs. Four DEGs that share molecular mechanisms in the pathogenesis of DKD and AKI were identified. In particular, the expression of Integrin Subunit Beta 6(ITGB6), a hub and commonly upregulated gene, was upregulated in the in vitro models. ITGB6 may serve as a biomarker for early AKI diagnosis in patients with DKD and as a target for early intervention therapies."
39359016,2025,British journal of pharmacology,Diminished nuclear-localized β-adrenoceptor signalling activates YAP to promote kidney fibrosis in diabetic nephropathy.,10.1111/bph.17347,PM_Q1,,"Diabetic nephropathy (DN) is a leading cause of chronic kidney disease (CKD), which is characterized by mesangial matrix expansion that involves dysfunctional mesangial cells (MCs). However, the underlying mechanisms remain unclear. This study aims to delineate the spatiotemporal contribution of adrenergic signalling in diabetic kidney fibrosis to reveal potential therapeutic targets. A model of diabetic nephropathy was induced by in db/db mice. Gene expression in kidneys was profiled by RNA-seq analyses, western blot and immunostaining. Subcellular-localized fluorescence resonance energy transfer (FRET) biosensors determined adrenergic signalling microdomains in MCs. Effects of oral rolipram, a phosphodiesterase 4 (PDE4) inhibitor, on the model were measured. Our model exhibited impaired kidney function with elevated expression of adrenergic and fibrotic genes, including Adrb1, PDEs, Acta2 and Tgfβ. RNA-seq analysis revealed that MCs with dysregulated YAP pathway were crucial to the extracellular matrix secretion in kidneys from diabetic nephropathy patients. In cultured MCs, TGF-β promoted profibrotic gene transcription, which was regulated by nuclear-localized β-adrenoceptor signalling. Mechanistically, TGF-β treatment diminished nuclear-specific cAMP signalling in MCs and reduced PKA-dependent phosphorylation of YAP, leading to its activation. In parallel, db/db mouse kidneys showed increased expressions of PDE4B and PDE4D. Treatment with oral rolipram alleviated kidney fibrosis in db/db mice. Diabetic nephropathy impaired nuclear-localized β1-adrenoceptor-cAMP signalling microdomain through upregulating PDE4 expression, promoting fibrosis in MCs via PKA dephosphorylation-dependent YAP activation. Our results suggest PDE4 inhibition as a promising strategy for alleviating kidney fibrosis in diabetic nephropathy. This article is part of a themed issue Drugs and Drug Targets in Metabolic and Chronic Inflammatory Diseases. To view the other articles in this section visit http://onlinelibrary.wiley.com/doi/10.1111/bph.v182.20/issuetoc."
39360029,2024,"Experimental biology and medicine (Maywood, N.J.)",Single-cell RNA sequencing data locate ALDH1A2-mediated retinoic acid synthetic pathway to glomerular parietal epithelial cells.,10.1172/jci141712,PM_Q1,,"Aldehyde dehydrogenase 1, family member A2, is a retinoic acid-synthesizing enzyme encoded by Aldh1a2 in mice and ALDH1A2 in humans. This enzyme is indispensable for kidney development, but its role in kidney physiology and pathophysiology remains to be fully defined. In this review, we mined single-cell and single-nucleus RNA sequencing databases of mouse and human kidneys and found that glomerular parietal epithelial cells (PECs) express a full set of genes encoding proteins needed for cellular vitamin A uptake, intracellular transport, and metabolism into retinoic acid. In particular, Aldh1a2/ALDH1A2 mRNAs are selectively enriched in mouse and human PECs. Aldh1a2 expression in PECs is greatly increased in a mouse model of anti-glomerular basement membrane glomerulonephritis and moderately induced in a mouse model of ischemia-reperfusion acute kidney injury. Aldh1a2 expression in PECs is substantially repressed in a chronic kidney disease mouse model combining diabetes, hypertension, and partial nephrectomy and is moderately repressed in mouse models of focal segmental glomerulosclerosis and diabetic nephropathy. Single-nucleus RNA sequencing data show that ALDH1A2 mRNA expression in PECs is diminished in patients with chronic kidney disease associated with diabetes, hypertension and polycystic kidney disease. In addition to data mining, we also performed Spearman's rank correlation coefficient analyses and identified gene transcripts correlated with Aldh1a2/ALDH1A2 transcripts in mouse PECs and PEC subtypes, and in human PECs of healthy subjects and patients with AKI or CKD. Furthermore, we conducted Gene Ontology pathway analyses and identified the biological pathways enriched among these Aldh1a2/ALDH1A2-correlated genes. Our data mining and analyses led us to hypothesize that ALDH1A2-mediated retinoic acid synthesis in PECs plays a yet-undefined role in the kidney and that its dysregulation mediates injury. Conditional, PEC-selective Aldh1a2 knockout, RNA silencing and transgenic mouse models will be useful tools to test this hypothesis. Clinical studies on genetics, epigenetics, expression and functions of ALDH1A2 and other genes needed for retinoic acid biosynthesis and signaling are also warranted."
39379958,2024,BMC medical genomics,Nanopore-based full-length transcriptome sequencing for understanding the underlying molecular mechanisms of rapid and slow progression of diabetes nephropathy.,10.1007/s12192-015-0574-3,PM_Q1,,"Diabetic nephropathy (DN) has been a major factor in the outbreak of end-stage renal disease for decades. As the underlying mechanisms of DN development remains unclear, there is no ideal methods for the diagnosis and therapy. We aimed to explore the key genes and pathways that affect the rate progression of DN. Nanopore-based full-length transcriptome sequencing was performed with serum samples from DN patients with slow progression (DNSP, n = 5) and rapid progression (DNRP, n = 6). Here, transcriptome proclaimed 22,682 novel transcripts and obtained 45,808 simple sequence repeats, 1,815 transcription factors, 5,993 complete open reading frames, and 1,050 novel lncRNA from the novel transcripts. Moreover, a total of 341 differentially expressed transcripts (DETs) and 456 differentially expressed genes (DEGs) between the DNSP and DNRP groups were identified. Functional analyses showed that DETs mainly involved in ferroptosis-related pathways such as oxidative phosphorylation, iron ion binding, and mitophagy. Moreover, Functional analyses revealed that DEGs mainly involved in oxidative phosphorylation, lipid metabolism, ferroptosis, autophagy/mitophagy, apoptosis/necroptosis pathway. Collectively, our study provided a full-length transcriptome data source for the future DN research, and facilitate a deeper understanding of the molecular mechanisms underlying the differences in fast and slow progression of DN."
