gene_symbol,focused_pathways,GSE142025_advanced_vs_control_effect_size_log_expression,GSE142025_advanced_vs_control_p_value,GSE142025_advanced_vs_control_fdr_bh,GSE142025_early_vs_control_effect_size_log_expression,GSE142025_early_vs_control_p_value,GSE142025_early_vs_control_fdr_bh,GSE142025_advanced_vs_early_effect_size_log_expression,GSE142025_advanced_vs_early_p_value,GSE142025_advanced_vs_early_fdr_bh,GSE142025_ordinal_trend_stage_slope_log_expression,GSE142025_ordinal_trend_p_value,GSE142025_ordinal_trend_fdr_bh,GSE96804_DKD_vs_control_effect_size_log_expression,GSE96804_DKD_vs_control_p_value,GSE96804_DKD_vs_control_fdr_bh,GSE166239_T2DN_vs_control_effect_size_log_expression,GSE166239_T2DN_vs_control_p_value,GSE166239_T2DN_vs_control_fdr_bh,GSE166239_T2DN_vs_HTN_effect_size_log_expression,GSE166239_T2DN_vs_HTN_p_value,GSE166239_T2DN_vs_HTN_fdr_bh,GSE166239_n_albuminuria,GSE166239_n_eGFR,GSE166239_n_proteinuria,GSE166239_spearman_rho_albuminuria,GSE166239_spearman_rho_eGFR,GSE166239_spearman_rho_proteinuria,GSE166239_p_value_albuminuria,GSE166239_p_value_eGFR,GSE166239_p_value_proteinuria,GSE166239_fdr_bh_within_trait_albuminuria,GSE166239_fdr_bh_within_trait_eGFR,GSE166239_fdr_bh_within_trait_proteinuria,validation_direction_consistent,prioritization_status,interpretation_note
ROBO4,ENDOTHELIAL_ACTIVATION,-0.2013047619047601,0.1559579152600731,0.2128027362752193,-0.1638499999999982,0.2878424731325953,0.4658563827670138,-0.0374547619047618,0.8271562711640915,0.8737874220713503,-0.0957910256410234,0.2701512063528073,0.3484729508865917,-0.354950158536587,0.0068712984350293,0.0188733332485645,0.5811100000000007,0.0214525653859568,0.1118272025438175,0.4726349999999994,0.0464753952429027,0.6286540708540912,0.0,6.0,6.0,,0.3714285714285715,0.6,,0.46847813411078715,0.20799999999999982,,0.9443887269193391,0.45066666666666627,True,focused_gene_not_prioritized,Association-based prioritization only; no causal interpretation. GSE166239 clinical correlations are exploratory within n=6 T2DN samples.
CCL8,MACROPHAGE_RECRUITMENT,-0.5699487301587309,0.1586743521060537,0.2160771013164185,-1.598579444444444,0.0011514761670809,0.0215305971197498,1.028630714285713,0.0004460472878131,0.0022522569927987,-0.1839278205128196,0.3381435395165602,0.4197905093210789,0.4383733048780476,1.6479859737734325e-05,0.0001156914796423,1.7019368333333336,0.1597276724326396,0.2960460962961669,-0.9072576666666666,0.4012825958224563,0.7070921952280933,0.0,6.0,6.0,,0.08571428571428573,-0.2571428571428572,,0.8717434402332361,0.6227871720116618,,0.9443887269193391,0.8896959600166597,False,focused_gene_not_prioritized,Association-based prioritization only; no causal interpretation. GSE166239 clinical correlations are exploratory within n=6 T2DN samples.
PLAU,COAGULATION_CASCADE,0.3605836507936484,0.168542983106838,0.2276250946101389,0.6061955555555532,0.1092229697691954,0.2522387093716879,-0.2456119047619047,0.4389156755236874,0.5470289441157264,0.1475300000000021,0.2322160567594653,0.3063233919313598,0.4661525243902442,0.0001344178763897,0.0006801785114228,0.5731166666666674,0.2142829754369775,0.3544816216458584,0.6519899999999996,0.1361625786326671,0.6286540708540912,0.0,6.0,6.0,,0.5428571428571429,0.08571428571428573,,0.26570262390670557,0.8717434402332361,,0.9443887269193391,0.9289069445108253,True,focused_gene_not_prioritized,Association-based prioritization only; no causal interpretation. GSE166239 clinical correlations are exploratory within n=6 T2DN samples.
PLVAP,ENDOTHELIAL_ACTIVATION,-0.2500206349206362,0.1763069166503269,0.236622803155711,-0.5163944444444439,0.0120751861259709,0.0685230922069217,0.2663738095238077,0.151941741702353,0.239304761473101,-0.0949038461538434,0.3586944817423092,0.4413812145358134,1.056200902439027,0.0001271210861034,0.0006487707235048,0.6901866666666656,0.0330330374570946,0.1339543144961521,0.4858716666666671,0.0962367130414694,0.6286540708540912,0.0,6.0,6.0,,0.14285714285714288,-0.2,,0.7871720116618075,0.704,,0.9443887269193391,0.9244444444444444,False,focused_gene_not_prioritized,Association-based prioritization only; no causal interpretation. GSE166239 clinical correlations are exploratory within n=6 T2DN samples.
ICAM1,ENDOTHELIAL_ACTIVATION;LEUKOCYTE_ADHESION,0.3727888888888877,0.1868624127477978,0.2483261282479049,-0.7984494444444437,0.0126836501442066,0.0705092282320399,1.1712383333333314,3.95240947265339e-06,5.994196996346268e-05,0.2621516666666684,0.0474322808541019,0.0787695836393189,-0.0662422682926839,0.5264966805569706,0.636999691266255,1.4204050000000006,0.0001387759356219,0.0129576499849113,0.4061200000000005,0.0955237384972314,0.6286540708540912,0.0,6.0,6.0,,0.5428571428571429,0.8857142857142858,,0.26570262390670557,0.01884548104956266,,0.9443887269193391,0.27681015263248154,False,focused_gene_not_prioritized,Association-based prioritization only; no causal interpretation. GSE166239 clinical correlations are exploratory within n=6 T2DN samples.
SKI,TGF_BETA_SIGNALING,0.1597777777777764,0.2172693447767979,0.281972108295953,-0.081722222222222,0.5764421501572778,0.7226238758409941,0.2414999999999985,0.1778841393882684,0.2707336729059891,0.092320512820515,0.2778373106283312,0.3569137640943941,0.052699926829268,0.21944677556465,0.3253583256749356,0.3350466666666669,0.0245618844823154,0.1182848880799584,0.1822150000000002,0.1441955439616891,0.6286540708540912,0.0,6.0,6.0,,-0.028571428571428574,0.6,,0.9571545189504373,0.20799999999999982,,0.9571545189504373,0.45066666666666627,True,focused_gene_not_prioritized,Association-based prioritization only; no causal interpretation. GSE166239 clinical correlations are exploratory within n=6 T2DN samples.
ID1,TGF_BETA_SIGNALING,0.215634920634919,0.2263520277466046,0.2915986122274097,0.1567077777777754,0.5378877539119531,0.690204262226054,0.0589271428571436,0.7875945899033848,0.8445485714291793,0.1040566666666685,0.1908844930103992,0.2596349436711541,-0.7497760975609751,0.0004544707529444,0.0018927773818543,0.6135833333333331,0.0252363918555714,0.119213086363492,0.1286283333333333,0.613883066003819,0.8189073199598749,0.0,6.0,6.0,,0.028571428571428574,-0.08571428571428573,,0.9571545189504373,0.8717434402332361,,0.9571545189504373,0.9289069445108253,False,focused_gene_not_prioritized,Association-based prioritization only; no causal interpretation. GSE166239 clinical correlations are exploratory within n=6 T2DN samples.
SERPINE1,COAGULATION_CASCADE;TGF_BETA_SIGNALING,-0.5866057142857137,0.2408147163561849,0.3071267921879556,-1.7694333333333327,0.0035676840602129,0.0371628375158923,1.182827619047619,0.0019194276162842,0.0072790829244344,-0.1797543589743571,0.4202854478521686,0.5028733967302982,0.6102463780487817,0.00333906093104,0.0103177895080866,2.1548650000000005,3.71346449415108e-05,0.0079616774188192,0.771981666666667,0.0279838985266002,0.6286540708540912,0.0,6.0,6.0,,0.2571428571428572,0.14285714285714288,,0.6227871720116618,0.7871720116618075,,0.9443887269193391,0.9289069445108253,False,focused_gene_not_prioritized,Association-based prioritization only; no causal interpretation. GSE166239 clinical correlations are exploratory within n=6 T2DN samples.
THBS1,ECM_REMODELING,0.2225111111111104,0.2716713896992624,0.3411627193745836,-0.4086222222222258,0.0564289877055863,0.1648732011129213,0.6311333333333362,0.0016596126379869,0.0064650020309522,0.1512461538461565,0.1529405762648728,0.2151787375713838,-0.4345421951219528,0.0007461384023429,0.0028893861535003,0.6490516666666668,0.0433538183792849,0.152136066303101,0.5877800000000004,0.067638226919255,0.6286540708540912,0.0,6.0,6.0,,0.2571428571428572,0.7714285714285715,,0.6227871720116618,0.07239650145772594,,0.9443887269193391,0.27681015263248154,False,focused_gene_not_prioritized,Association-based prioritization only; no causal interpretation. GSE166239 clinical correlations are exploratory within n=6 T2DN samples.
HIF1A,HYPOXIA,0.1942825396825398,0.2810160141259503,0.3513569213946157,-0.4411388888888883,0.0083718550556212,0.0567866583376701,0.6354214285714281,0.0013849114122456,0.0055848234678754,0.1385474358974374,0.227511058584347,0.3011572698293533,0.5953013414634167,1.39492542435811e-05,0.0001013315402448,0.2347050000000008,0.2591649502442275,0.4021285268119695,0.0670583333333345,0.7940971836391334,0.9098074685470046,0.0,6.0,6.0,,-0.2,-0.6,,0.704,0.20799999999999982,,0.9443887269193391,0.45066666666666627,True,focused_gene_not_prioritized,Association-based prioritization only; no causal interpretation. GSE166239 clinical correlations are exploratory within n=6 T2DN samples.
SLC2A1,HYPOXIA,-0.2053406349206383,0.3117026870609952,0.3841145332510243,-0.2769444444444442,0.2205288100675487,0.3948229930081329,0.0716038095238058,0.6615438490586145,0.7448111622575136,-0.0892646153846128,0.2996531651939201,0.380107805811836,-0.12197875609756,0.345511707311764,0.4636958174726944,0.0123216666666676,0.972996954968512,0.982512817608791,-0.0855266666666665,0.8139285540653057,0.918073379029314,0.0,6.0,6.0,,0.028571428571428574,-0.5428571428571429,,0.9571545189504373,0.26570262390670557,,0.9571545189504373,0.5079608986451724,True,focused_gene_not_prioritized,Association-based prioritization only; no causal interpretation. GSE166239 clinical correlations are exploratory within n=6 T2DN samples.
ENG,ENDOTHELIAL_ACTIVATION,0.1506587301587245,0.3292844703678814,0.402453592313202,-0.2013222222222239,0.2561743995017991,0.4337220126750826,0.3519809523809485,0.0807951547552426,0.1459374691642314,0.0966102564102577,0.3138769080768274,0.3952498845556484,-0.1143625609756107,0.2440096268625059,0.3538890580920121,0.7213783333333321,0.01493080708604,0.0960929725862464,0.4902133333333323,0.0845185800456946,0.6286540708540912,0.0,6.0,6.0,,0.2571428571428572,0.7714285714285715,,0.6227871720116618,0.07239650145772594,,0.9443887269193391,0.27681015263248154,False,focused_gene_not_prioritized,Association-based prioritization only; no causal interpretation. GSE166239 clinical correlations are exploratory within n=6 T2DN samples.
C8G,COMPLEMENT_ACTIVATION,0.1844695238095255,0.3344816567664629,0.4080220295483552,0.1020466666666664,0.5115677745994905,0.6693777848723002,0.0824228571428591,0.5195867847400482,0.6214282537891173,0.091480000000001,0.3266526270797041,0.408208879353495,0.0808764268292683,0.0017106052315352,0.0058606755122835,,,,,,,,,,,,,,,,,,,True,focused_gene_not_prioritized,Association-based prioritization only; no causal interpretation. GSE166239 clinical correlations are exploratory within n=6 T2DN samples.
CD34,LEUKOCYTE_ADHESION,-0.0872571428571404,0.3883555975141949,0.4625358011718047,-0.0449499999999982,0.7753836874564667,0.8639228311220637,-0.0423071428571422,0.7920785355914051,0.8472010878971125,-0.0435269230769208,0.4726191840045718,0.5534835952391174,0.2005325609756081,0.0751185742397805,0.1375683775183868,0.2555883333333328,0.1114215165230202,0.2401010765265737,0.2285249999999994,0.1144887461397595,0.6286540708540912,0.0,6.0,6.0,,0.3142857142857143,0.8285714285714287,,0.5440932944606414,0.04156268221574334,,0.9443887269193391,0.27681015263248154,False,focused_gene_not_prioritized,Association-based prioritization only; no causal interpretation. GSE166239 clinical correlations are exploratory within n=6 T2DN samples.
FGA,COAGULATION_CASCADE,0.5353295238095237,0.4062356902655113,0.4804093507110998,-2.4292776666666667,0.0578787146033274,0.1676833507045989,2.9646071904761904,0.0276491826991427,0.0621527873259249,0.4751218717948731,0.2820231341810252,0.3615341326941627,0.2239511707317074,0.3842983376610128,0.5028312662436772,,,,,,,,,,,,,,,,,,,True,focused_gene_not_prioritized,Association-based prioritization only; no causal interpretation. GSE166239 clinical correlations are exploratory within n=6 T2DN samples.
FGB,COAGULATION_CASCADE,0.9007577777777804,0.4706376690205414,0.5437713197135532,-2.0899438888888904,0.2178778544301563,0.3918152980296574,2.990701666666671,0.0599258314512709,0.1151519965146829,0.645788333333335,0.2856060691709936,0.3652031434198866,0.308505109756096,0.5691767277857751,0.6740473823679369,0.257003166666667,0.8563104858943382,0.9023815756800072,-0.8630633333333333,0.5374660250030245,0.7785312537743764,0.0,6.0,6.0,,-0.2571428571428572,-0.7142857142857143,,0.6227871720116618,0.1107871720116617,,0.9443887269193391,0.3512763990613664,True,focused_gene_not_prioritized,Association-based prioritization only; no causal interpretation. GSE166239 clinical correlations are exploratory within n=6 T2DN samples.
CXCL8,MACROPHAGE_RECRUITMENT,-0.3442109523809531,0.4953105015134361,0.5675460354431431,-2.020148333333334,0.0008489755886094,0.0186347481737297,1.675937380952381,0.0009146398866207,0.004008226771692,-0.0299483333333322,0.9174966154575824,0.93518473979165,,,,1.0407735,0.1192716604321019,0.2491433311482706,0.3324259999999999,0.4750406839239417,0.7441977984307552,0.0,6.0,6.0,,0.14285714285714288,0.6,,0.7871720116618075,0.20799999999999982,,0.9443887269193391,0.45066666666666627,False,focused_gene_not_prioritized,Association-based prioritization only; no causal interpretation. GSE166239 clinical correlations are exploratory within n=6 T2DN samples.
ESAM,ENDOTHELIAL_ACTIVATION;LEUKOCYTE_ADHESION,0.0685492063492034,0.537809643053027,0.6065758514328955,0.1538944444444414,0.2761583466246086,0.4541357372463269,-0.0853452380952379,0.5363331467743713,0.6359262138792244,0.0250730769230793,0.6879090201570603,0.7476023460476103,0.1364065121951228,0.0863261243568606,0.153906408672486,0.6316766666666656,0.0280240319965835,0.1247628586050492,0.3722466666666655,0.1531547639769086,0.6286540708540912,0.0,6.0,6.0,,0.7714285714285715,0.3714285714285715,,0.07239650145772594,0.46847813411078715,,0.9443887269193391,0.7427092370049064,True,focused_gene_not_prioritized,Association-based prioritization only; no causal interpretation. GSE166239 clinical correlations are exploratory within n=6 T2DN samples.
C5AR1,COMPLEMENT_ACTIVATION,-0.1034257142857164,0.5400782491478247,0.6085752872389711,-0.992445,0.000659985838008,0.0167264552426152,0.8890192857142836,0.0011813147391791,0.004924437448645,0.0206511538461556,0.8499066561766679,0.8826464378133664,-0.8165532195121941,0.0028146073265045,0.008920219016142,0.8391699999999997,0.0073906724821643,0.0720259391219878,0.2609816666666673,0.3674720616861823,0.6900245065827183,0.0,6.0,6.0,,0.3142857142857143,0.5428571428571429,,0.5440932944606414,0.26570262390670557,,0.9443887269193391,0.5079608986451724,True,focused_gene_not_prioritized,Association-based prioritization only; no causal interpretation. GSE166239 clinical correlations are exploratory within n=6 T2DN samples.
CXCL9,MACROPHAGE_RECRUITMENT,0.2196579365079367,0.5588437151117759,0.6265013905213112,-0.558952777777777,0.4918770928470932,0.6521882582274209,0.7786107142857137,0.3370665256857697,0.4474170807924744,0.1612737179487184,0.479753430515409,0.5600654389935642,-0.762685853658537,0.153592333038356,0.2452078614479514,-0.2409135999999999,0.7873463372013068,0.8517667502595492,-1.1297993333333334,0.2293496739712723,0.6328542005185633,0.0,6.0,6.0,,-0.7142857142857143,-0.6,,0.1107871720116617,0.20799999999999982,,0.9443887269193391,0.45066666666666627,False,focused_gene_not_prioritized,Association-based prioritization only; no causal interpretation. GSE166239 clinical correlations are exploratory within n=6 T2DN samples.
TGFBR1,TGF_BETA_SIGNALING,0.0582746031746044,0.5842610065558229,0.6492922568651343,-0.1315111111111093,0.3062893029491742,0.4828412011537303,0.1897857142857137,0.0674294067816722,0.1263453687798862,0.0414948717948738,0.3504279783811999,0.4328831022662945,0.3103218902439018,1.4309234293009598e-05,0.0001035051392624,-0.1377600000000001,0.5394247287269786,0.6543905590265219,-0.104358333333332,0.6394716775592661,0.8304289985185509,0.0,6.0,6.0,,-0.14285714285714288,-0.8285714285714287,,0.7871720116618075,0.04156268221574334,,0.9443887269193391,0.27681015263248154,True,focused_gene_not_prioritized,Association-based prioritization only; no causal interpretation. GSE166239 clinical correlations are exploratory within n=6 T2DN samples.
CCL20,MACROPHAGE_RECRUITMENT,-0.4022404126984122,0.6055217830215479,0.6688107888628387,-1.9248242222222225,0.0255977341086601,0.1040070619978972,1.5225838095238102,7.763351873513699e-05,0.0005640493667762,-0.0685275897435891,0.8258800461379896,0.8630479129592578,0.0356121463414629,0.8693752184647191,0.9080911692787677,,,,,,,,,,,,,,,,,,,False,focused_gene_not_prioritized,Association-based prioritization only; no causal interpretation. GSE166239 clinical correlations are exploratory within n=6 T2DN samples.
SELE,ENDOTHELIAL_ACTIVATION;LEUKOCYTE_ADHESION,-0.3037438095238105,0.6305070193304123,0.6910208556470336,-1.7319950000000013,0.0188298528581863,0.0875178148937562,1.4282511904761908,0.00032214590413,0.0017369246144394,-0.0303239743589729,0.903269056475418,0.9242465430487172,0.2582101585365848,0.0955349472261875,0.1674082870443637,0.7372873000000004,0.4933253790247426,0.6155920540230192,-1.7522599999999997,0.135254173763689,0.6286540708540912,0.0,6.0,6.0,,0.3142857142857143,-0.2571428571428572,,0.5440932944606414,0.6227871720116618,,0.9443887269193391,0.8896959600166597,False,focused_gene_not_prioritized,Association-based prioritization only; no causal interpretation. GSE166239 clinical correlations are exploratory within n=6 T2DN samples.
PDGFB,FIBROSIS,-0.0800793650793671,0.6614699271633809,0.7185508761188756,-0.124605555555556,0.5825156737607872,0.7277470395653133,0.0445261904761888,0.7985132151275435,0.8523327478902086,-0.0335346153846141,0.657917968805716,0.7219954309610817,0.4489762682926814,8.387608745969146e-09,2.1033184282159217e-07,0.6284033333333321,0.0648967365983489,0.1829148402798758,0.2907499999999992,0.3382978346078356,0.6752764246022276,0.0,6.0,6.0,,0.2571428571428572,0.7714285714285715,,0.6227871720116618,0.07239650145772594,,0.9443887269193391,0.27681015263248154,False,focused_gene_not_prioritized,Association-based prioritization only; no causal interpretation. GSE166239 clinical correlations are exploratory within n=6 T2DN samples.
LGALS3,MACROPHAGE_RECRUITMENT,0.0455079365079349,0.6734955612125357,0.728620174294214,-0.1980611111111105,0.1648973680581141,0.3282854217752954,0.2435690476190455,0.0684595072618969,0.1279047203741627,0.039739743589746,0.4702020748721012,0.5512371053099075,0.2451344390243868,0.0154070769265393,0.0370303552227599,-0.2740133333333325,0.3667720959855233,0.5045112743520778,-0.3168916666666668,0.2920127079937409,0.6531287259324483,0.0,6.0,6.0,,-0.2571428571428572,-0.7142857142857143,,0.6227871720116618,0.1107871720116617,,0.9443887269193391,0.3512763990613664,True,focused_gene_not_prioritized,Association-based prioritization only; no causal interpretation. GSE166239 clinical correlations are exploratory within n=6 T2DN samples.
ANGPT2,ENDOTHELIAL_ACTIVATION,0.0546585714285701,0.6792424435544808,0.7337287299677276,-0.240301666666669,0.0684016956240705,0.1862539570222825,0.2949602380952392,0.0068735732880969,0.0201998648553736,0.0479162820512837,0.469172003485361,0.5502172082916297,1.0424731585365867,2.5009837264133697e-11,2.126682364952782e-09,0.3495999999999997,0.4988946286490809,0.620144611575882,0.0368766666666671,0.9489966129193256,0.9805969994284528,0.0,6.0,6.0,,0.5428571428571429,-0.028571428571428574,,0.26570262390670557,0.9571545189504373,,0.9443887269193391,0.9571545189504373,True,focused_gene_not_prioritized,Association-based prioritization only; no causal interpretation. GSE166239 clinical correlations are exploratory within n=6 T2DN samples.
SKIL,TGF_BETA_SIGNALING,-0.0499222222222233,0.678955884768244,0.7337287299677276,-0.2848055555555557,0.0520104057334472,0.1567335674706812,0.2348833333333324,0.0265778330357692,0.0601494998969935,-0.0049730769230752,0.9203567677033332,0.9375438901734868,0.6708363414634153,2.781378505349535e-11,2.31027157524408e-09,0.0344566666666663,0.637755919371952,0.7341532065399033,0.0280933333333335,0.7710809833079201,0.8983618613456907,0.0,6.0,6.0,,-0.08571428571428573,0.3714285714285715,,0.8717434402332361,0.46847813411078715,,0.9443887269193391,0.7427092370049064,False,focused_gene_not_prioritized,Association-based prioritization only; no causal interpretation. GSE166239 clinical correlations are exploratory within n=6 T2DN samples.
EPAS1,HYPOXIA,0.0396349206349206,0.7446035776727498,0.7896878950222724,-0.002988888888888,0.9803005136792484,0.9890072615549342,0.0426238095238087,0.7018693702574604,0.7781290011700073,0.0215717948717971,0.7281711244088267,0.7819614043320335,-0.3536609756097579,0.0017392925164558,0.0059409630670063,0.4910583333333349,0.1013951771987782,0.228694623509485,0.5480816666666684,0.0844002084027758,0.6286540708540912,0.0,6.0,6.0,,0.3142857142857143,0.8285714285714287,,0.5440932944606414,0.04156268221574334,,0.9443887269193391,0.27681015263248154,False,focused_gene_not_prioritized,Association-based prioritization only; no causal interpretation. GSE166239 clinical correlations are exploratory within n=6 T2DN samples.
F12,COAGULATION_CASCADE,-0.0444265079365067,0.8496891714642725,0.8794776840714773,0.6012277777777779,0.0575254725163424,0.167064670378246,-0.6456542857142846,0.0344098678132707,0.074195602790241,-0.0701702564102544,0.5888282661789901,0.6608213766412113,-0.0035377439024397,0.8801923986080833,0.9158464826871002,,,,,,,,,,,,,,,,,,,True,focused_gene_not_prioritized,Association-based prioritization only; no causal interpretation. GSE166239 clinical correlations are exploratory within n=6 T2DN samples.
SMAD3,TGF_BETA_SIGNALING,0.01093492063492,0.8962964038647595,0.9178224736357666,-0.2129055555555545,0.0601731647516222,0.171440140926401,0.2238404761904746,0.0292548954088829,0.0650727336971954,0.0222653846153871,0.5935933573765141,0.6648230126320325,0.0066155731707313,0.8953781030633272,0.9263817268863506,0.0054216666666668,0.9676124297951112,0.978374207658669,0.1174183333333331,0.3804376657932673,0.6955321660474727,0.0,6.0,6.0,,-0.2,0.3714285714285715,,0.704,0.46847813411078715,,0.9443887269193391,0.7427092370049064,True,focused_gene_not_prioritized,Association-based prioritization only; no causal interpretation. GSE166239 clinical correlations are exploratory within n=6 T2DN samples.
PDGFA,FIBROSIS,-0.0050841269841264,0.9599981356983542,0.9690781321645412,-0.0831222222222241,0.5970346126968731,0.7390034397039599,0.0780380952380976,0.5715838526312575,0.6678583802368352,0.0036564102564115,0.9369254362421952,0.950870578876005,-0.0481155975609723,0.2222941448667215,0.3286106308568312,0.6332016666666664,0.0284409502950587,0.1254470494038426,0.2317383333333333,0.3363454818758604,0.6744227448016124,0.0,6.0,6.0,,0.5428571428571429,0.6571428571428573,,0.26570262390670557,0.15617492711370237,,0.9443887269193391,0.43197320265492145,True,focused_gene_not_prioritized,Association-based prioritization only; no causal interpretation. GSE166239 clinical correlations are exploratory within n=6 T2DN samples.
C2,COMPLEMENT_ACTIVATION,,,,,,,,,,,,,0.2087254756097545,0.1935983034031475,0.2942678600010613,1.1756549999999986,0.0309255547101529,0.1299502596904826,0.214411666666666,0.6265633189152767,0.8251615137500296,0.0,6.0,6.0,,0.08571428571428573,0.7142857142857143,,0.8717434402332361,0.1107871720116617,,0.9443887269193391,0.3512763990613664,False,focused_gene_not_prioritized,Association-based prioritization only; no causal interpretation. GSE166239 clinical correlations are exploratory within n=6 T2DN samples.
C4A,COMPLEMENT_ACTIVATION,,,,,,,,,,,,,,,,0.0790666666666668,0.8534292963096308,0.9005270806741889,-0.0188833333333331,0.9657616080113088,0.986165317976497,0.0,6.0,6.0,,-0.4285714285714286,0.14285714285714288,,0.3965014577259474,0.7871720116618075,,0.9443887269193391,0.9289069445108253,False,focused_gene_not_prioritized,Association-based prioritization only; no causal interpretation. GSE166239 clinical correlations are exploratory within n=6 T2DN samples.
C4B,COMPLEMENT_ACTIVATION,,,,,,,,,,,,,0.1311216097560978,0.3008126216094323,0.4173260561649627,-0.2160116666666667,0.5988358815516687,0.7026684526202914,-0.3046500000000005,0.4541072898987551,0.733989987875173,0.0,6.0,6.0,,-0.4285714285714286,0.14285714285714288,,0.3965014577259474,0.7871720116618075,,0.9443887269193391,0.9289069445108253,False,focused_gene_not_prioritized,Association-based prioritization only; no causal interpretation. GSE166239 clinical correlations are exploratory within n=6 T2DN samples.
C8A,COMPLEMENT_ACTIVATION,,,,,,,,,,,,,0.0051640243902428,0.8374418917680684,0.885227504902418,,,,,,,,,,,,,,,,,,,False,focused_gene_not_prioritized,Association-based prioritization only; no causal interpretation. GSE166239 clinical correlations are exploratory within n=6 T2DN samples.
C8B,COMPLEMENT_ACTIVATION,,,,,,,,,,,,,-0.0212591951219511,0.3990136397057705,0.5178680936349043,,,,,,,,,,,,,,,,,,,False,focused_gene_not_prioritized,Association-based prioritization only; no causal interpretation. GSE166239 clinical correlations are exploratory within n=6 T2DN samples.
C9,COMPLEMENT_ACTIVATION,,,,,,,,,,,,,-0.014968,0.7634703599856868,0.8313564448544314,-1.5199963333333333,0.0404011391802697,0.1474154465926185,-1.0278604999999996,0.1754636389845186,0.6286540708540912,0.0,6.0,6.0,,-0.3142857142857143,-0.08571428571428573,,0.5440932944606414,0.8717434402332361,,0.9443887269193391,0.9289069445108253,False,focused_gene_not_prioritized,Association-based prioritization only; no causal interpretation. GSE166239 clinical correlations are exploratory within n=6 T2DN samples.
CA9,HYPOXIA,,,,,,,,,,,,,-0.0788127682926824,0.1797161376543968,0.277701825222353,,,,,,,,,,,,,,,,,,,False,focused_gene_not_prioritized,Association-based prioritization only; no causal interpretation. GSE166239 clinical correlations are exploratory within n=6 T2DN samples.
CCL7,MACROPHAGE_RECRUITMENT,,,,,,,,,,,,,0.1032604146341462,0.1107330325007673,0.1888464496821878,,,,,,,,,,,,,,,,,,,False,focused_gene_not_prioritized,Association-based prioritization only; no causal interpretation. GSE166239 clinical correlations are exploratory within n=6 T2DN samples.
CXCL11,MACROPHAGE_RECRUITMENT,,,,,,,,,,,,,0.2915740853658546,0.0857326144428045,0.153055961460888,,,,,,,,,,,,,,,,,,,False,focused_gene_not_prioritized,Association-based prioritization only; no causal interpretation. GSE166239 clinical correlations are exploratory within n=6 T2DN samples.
F2,COAGULATION_CASCADE,,,,,,,,,,,,,0.0278507560975609,0.2216585403304547,0.3278493776835964,,,,,,,,,,,,,,,,,,,False,focused_gene_not_prioritized,Association-based prioritization only; no causal interpretation. GSE166239 clinical correlations are exploratory within n=6 T2DN samples.
